#BioSample	Organism group	Scientific name	Isolation type	Location	Isolation source	Isolate	Antibiotic	Resistance phenotype	Measurement sign	MIC (mg/L)	Disk diffusion (mm)	Laboratory typing platform	Vendor	Laboratory typing method version or reagent	Testing standard	Create date
SAMN26309339	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340190.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T16:59:03Z
SAMN26309312	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340191.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T16:59:10Z
SAMN26304579	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340192.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T16:59:13Z
SAMN26308856	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340193.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T16:59:20Z
SAMN26309137	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340194.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T16:59:23Z
SAMN26304344	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340195.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T16:59:29Z
SAMN26308858	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	Tissue	PDT001340196.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T16:59:32Z
SAMN26308498	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340197.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T16:59:38Z
SAMN26305113	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340198.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T16:59:41Z
SAMN26309109	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	Tissue	PDT001340199.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:00:02Z
SAMN26304327	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340200.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:00:01Z
SAMN26309194	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340201.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:00:11Z
SAMN26304832	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340202.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:00:11Z
SAMN26304798	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340203.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:00:17Z
SAMN26309125	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340204.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:00:20Z
SAMN26305072	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340205.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:00:29Z
SAMN26305286	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340206.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:01:10Z
SAMN26305303	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340207.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:01:20Z
SAMN26308553	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340208.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:01:30Z
SAMN26309389	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	blood	PDT001340209.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:01:39Z
SAMN26304780	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340210.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:01:48Z
SAMN26304981	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340211.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:01:58Z
SAMN26309022	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340212.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:02:07Z
SAMN26308746	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340213.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:02:11Z
SAMN26304826	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340214.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:02:17Z
SAMN26305078	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340215.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:02:22Z
SAMN26305244	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340216.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:02:27Z
SAMN26308750	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340217.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:02:33Z
SAMN26308710	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340218.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:02:36Z
SAMN26305088	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340219.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:02:43Z
SAMN26304617	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340220.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:02:51Z
SAMN26304895	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340221.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:02:52Z
SAMN26309064	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340222.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:03:01Z
SAMN26305297	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340223.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:03:04Z
SAMN26308445	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340224.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:03:10Z
SAMN26309172	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340225.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:03:18Z
SAMN26309250	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340226.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:03:20Z
SAMN26308728	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340227.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:03:28Z
SAMN26309070	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340228.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:03:40Z
SAMN26304637	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340229.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:03:49Z
SAMN26308792	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340230.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:04:10Z
SAMN26309363	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340231.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:04:20Z
SAMN26308666	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340232.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:04:30Z
SAMN26308739	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340233.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:04:42Z
SAMN26304653	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340234.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:04:51Z
SAMN26308917	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340235.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:05:03Z
SAMN26308624	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340236.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:05:11Z
SAMN26308961	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340237.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:05:13Z
SAMN26305102	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340238.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:05:22Z
SAMN26308918	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340239.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:05:22Z
SAMN26305144	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340240.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:05:31Z
SAMN26304658	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340241.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:05:34Z
SAMN26305140	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340242.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:05:40Z
SAMN26304954	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340243.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:05:43Z
SAMN26304648	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340244.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:05:51Z
SAMN26308887	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340245.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:06:00Z
SAMN26309245	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340246.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:06:15Z
SAMN26308373	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340247.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:06:12Z
SAMN26304812	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340248.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:06:25Z
SAMN26304984	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340249.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:06:35Z
SAMN26308946	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340250.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:06:44Z
SAMN26304394	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340251.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:06:53Z
SAMN26305081	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340252.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:07:03Z
SAMN26304707	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340253.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:07:14Z
SAMN26304354	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340254.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:07:13Z
SAMN26309087	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340255.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:07:22Z
SAMN26308572	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340256.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:07:25Z
SAMN26309360	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340257.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:07:32Z
SAMN26304896	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340258.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:08:11Z
SAMN26308532	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340259.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:08:21Z
SAMN26309099	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340260.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:08:31Z
SAMN26304701	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340261.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:08:43Z
SAMN26305063	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340262.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:08:52Z
SAMN26304595	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340263.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:09:02Z
SAMN26309146	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340264.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:09:11Z
SAMN26308578	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340265.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:09:14Z
SAMN26304666	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340266.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:09:22Z
SAMN26309431	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340267.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:09:26Z
SAMN26304856	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340268.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:09:33Z
SAMN26309311	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340269.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:09:35Z
SAMN26308660	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340270.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:09:43Z
SAMN26309083	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340271.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:09:45Z
SAMN26305021	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340272.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:10:11Z
SAMN26304811	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340273.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:10:20Z
SAMN26305110	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340274.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:10:29Z
SAMN26304408	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340275.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:10:39Z
SAMN26309346	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340276.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:10:49Z
SAMN26308547	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340277.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:10:58Z
SAMN26304976	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340278.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:11:08Z
SAMN26304928	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340279.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:11:10Z
SAMN26305279	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340280.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:11:17Z
SAMN26304674	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340281.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:11:19Z
SAMN26309021	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340282.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:11:26Z
SAMN26308844	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340283.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:11:29Z
SAMN26309139	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340284.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:11:35Z
SAMN26305047	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340285.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:11:44Z
SAMN26309334	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340286.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:11:54Z
SAMN26308416	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	Fluid	PDT001340287.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:12:04Z
SAMN26309341	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340288.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:12:10Z
SAMN26304870	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340289.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:12:13Z
SAMN26308564	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340290.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:12:24Z
SAMN26309282	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340291.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:12:34Z
SAMN26308720	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340292.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:13:11Z
SAMN26308557	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340293.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:13:21Z
SAMN26304802	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340294.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:13:32Z
SAMN26305090	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	wound	PDT001340295.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:13:42Z
SAMN26304464	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340296.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:13:52Z
SAMN26308877	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340297.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:14:01Z
SAMN26308417	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340298.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:14:10Z
SAMN26304825	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340299.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:14:12Z
SAMN26305030	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340300.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:14:25Z
SAMN26308593	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340301.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:14:22Z
SAMN26308630	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340302.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:14:33Z
SAMN26309169	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340303.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:14:36Z
SAMN26309233	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340304.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:14:42Z
SAMN26304816	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340305.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:14:46Z
SAMN26308873	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	blood	PDT001340306.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:14:52Z
SAMN26308451	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	Perirectal	PDT001340307.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:14:55Z
SAMN26308636	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340308.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:15:02Z
SAMN26304849	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340309.1	meropenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T17:15:04Z
